Presenter Name,Institution
Abboy Verkuilen,"The Hague University of Applied Science, Netherlands, TheWS session 2-3-08 Teach Students how to Study SuccessfullyPresenter"
Himanshu Verma,"TU Delft, NetherlandsTeaching for Inclusivity in Engineering programmes"
Eva Vidal Lopez,"Universitat Politècnica de Catalunya, SpainGenerative AI and LLMs"
Mercè Vilchez,"Department of Fluid Mechanics, Universitat Politecnica de Catalunya, Terrassa, SpainTeaching Engineering Skills"
Farah H. Villa López,"University of Warwick, United KingdomEngineering Skills: Thinking, Acting and Feeling"
Ignacio Villalon Fornes,"Kaunas University of Technology, LithuaniaCritical approaches in Project based learning"
Idalis Villanueva Alarcón,"University of Florida, Nigeria;University of Florida, United States of AmericaGroup-based LearningInner and Outer Sustainable Develoment"
Mirela Vinerean,"Karlstad University, SwedenMathematics in Transition into UniversityPresenter"
Gouri Vinod,"UCL, United KingdomPoster session (incl. refreshment break)Presenter"
Outi Tuulia Virkki,"Haaga-Helia University of Applied Sciences, FinlandDiversity and pathwaysPresenter"
Wianda Visser,"The Hague University of Applied Sciences, The NetherlandsPoster session (incl. refreshment break)"
Mikhail Vlasov,"Department of Statistics and Operational Research, Universitat Politecnica de Catalunya, Barcelona, SpainTeaching Engineering Skills"
Eerik Voimanen,"Tampere University, FinlandTeaching Engineering Skills"
Elizabeth Sara Volpe,"University of Florida, United States of AmericaSupporting DiversityPresenter"
Marlene von Steinaecker,"ESTIEM, GermanyAttractiveness Systems for Engineering PathwaysPresenter"
Caroline Vonk,"Eindhoven University of TechnologyWS Session 4-08 Exploring DEI in teacher professional development in engineering education: What, How, and Why?Presenter"
Bao Anh Vu,"University of Wollongong, AustraliaGenerative AI and LLMs"
Joseph Walsh,"Munster Technological University, IrelandLearning in Virtual and Augmented Realities"
Shuai Wang,"School of Public Affairs, Zhejiang University,  Hangzhou, ChinaInnovations in Curriculum ModelsPresenter"
Caroline Wehrmann,"Delft University of Technology, The NetherlandsWS session 3-3-10 Students Taking Responsibility for Their LearningPresenter"
Tamás Weiszburg,"National Council of Student Research Societies ;Eötvös Loránd UniversityCredentials, Competences and Life Long Learning"
Joanna Weng,"Zurich University of Applied Sciences, SwitzerlandAI in Engineering EducationPresenter"
Egon Werlen,"Swiss Distance University of Applied Sciences (FFHS), SwitzerlandEducating the Whole Engineer"
Aidan Wesley,"Minnesota State University Mankato - Iron Range Engineering, United States of AmericaInner and Outer Sustainable Develoment"
Malin Wiger,"Linköping University, SwedenCritical approaches in Project based learningPresenter"
Stephanie Willemoës,"DTU, DenmarkTeamwork & Leadership"
Bill Williams,"TUDublin;CEGIST, Instituto Superior Técnico, Universidade de Lisboa;CREATE research centre, TU Dublin, Dublin, Ireland;Polytechnic Institute of Setubal, Setubal, PortugalDeveloping Engineering EducatorsPresenterTheorising to Practicing in DEIPresenter"
Anna-Kathrin Wimmer,"Ludwig-Maximilians-Universität Munich, GermanyWS session 2-3-06 Innovating Responsibility: Fostering Creative Competences for Sustainable Engineering SolutionsPresenter"
Ann-Kristin Winkens,"RWTH Aachen University, GermanyBuilding CapacityPresenterCognition and MetacognitionPresenter"
Natalie Wint,"Centre for Engineering Education (CEE), UCL, United Kingdom;Centre for Engineering Education, University College London, United Kingdom;University College London (UCL), London, UK;University College London, UKAttractiveness Systems for Engineering PathwaysPresenterResilience & Emotional CapabilitiesPresenterResilience & Emotional CapabilitiesPresenterResilience & Emotional CapabilitiesPresenterSIG Workshop 1-03 Sorting skills: curriculum profiles and the forthcoming SEFI handbookSIG Workshop 1-04 Engineering Outreach: Examples, Evaluation and EvidencingPresenterSIG Workshop 1-05 Enacting our values - Steps towards a more sustainable and inclusive SEFI communityPresenterSIG Workshop 1-07 Needs of students and educators for effective organization of continuing engineering educationSIG Workshop 1-10 Curriculum development and emerging curriculum models in engineeringTheorising to Practicing in DEIPresenterWS session 2-3-03 Engineering education research: Writing for publicationPresenter"
Maiken Winther,"Aalborg University, DenmarkAttractiveness Systems for Engineering Pathways"
Falk K Wittel,"ETH Zurich, SwitzerlandAI in Engineering EducationPresenter"
Michael Wright,"University of Sheffield, United KingdomCritical approaches in Project based learning"
Jennifer Wulfes,"Leuphana University Lüneburg, GermanyDiversity and pathways"
Wengang Xie,"School of Public Afairs, Zhejiang University, Hangzhou, ChinaArts-based Education of Acting, Thinking and FeelingPresenter"
Peiyun Xu,"School of Public Affairs, Zhejiang University,  Hangzhou, ChinaInnovations in Curriculum Models"
Tsuneo Yamada,The Open University of JapanPoster session (incl. refreshment break)
Shuxian Yang,"School of Public Afairs, Zhejiang University, Hangzhou, ChinaArts-based Education of Acting, Thinking and Feeling"
Xinyi Yang,"Tampere University, FinlandTeaching Engineering Skills"
Wei Yao,"lnstitute of China's Science, Technology and Educaion Policy, Zhejiang University, Hangzhou, ChinaArts-based Education of Acting, Thinking and Feeling"
Susie Ye,"Bentley systems, Hoofddorp, The NetherlandsSIG Workshop 1-04 Engineering Outreach: Examples, Evaluation and EvidencingPresenter"
Jari Heikki Ylitalo,"Aalto University, FinlandSocial and Human Sciences in Engineering EducationPresenter"
Paul Young,"Dublin City University, IrelandEthics and Sustainability in Engineering Programmes"
Wing Yung,"TU Delft, Netherlands, ThePerspectives on Sustainability in Engineering Education"
Mark Oliver Zander,"Product Development Group Zurich, Department of Mechanical and Process Engineering, ETH Zurich, Zurich, SwitzerlandCritical approaches in Project based learningPresenter"
Mo Zandi,"University of Sheffield, United KingdomTeamwork & Leadership"
Mike Zhang,"Aalborg University, DenmarkTeaching and Learning with Digital Tools"
Wei Zhang,"Institute of China's Science, Technology and Education Policy, Zhejiang University,  Hangzhou, ChinaInnovations in Curriculum Models"
Jinni Zhou,The Hong Kong University of Science and Technology (Guangzhou)Mathematics Innovations
